ID,State,Name,Category,Income,Qualification,Eligible Courses,Preference,Minimum Qualification,Description,Type,Award Amount,Duration,Application Deadline,Selection Process
90,Madhya Pradesh,Empowerment Engineering Scholarship by Dr. APJ Abdul Kalam Foundation,Minority,750000,Medical,Diploma,the all category,68% in Class 12 or equivalent,Empowerment Engineering Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in Minority category. The award amount is INR 125291 per year.,NGO,INR 125291,3 years,7th September 2025,Not Specified (likely Need-Based)
91,Tamil Nadu,Community Economics Scholarship by Mahatma Gandhi Trust,Minority,1500000,Post-Graduation,HSC,the General category,58% in Class 12 or equivalent,Community Economics Scholarship by Mahatma Gandhi Trust provides financial assistance to students in Minority category. The award amount is INR 5086 per year.,Government,INR 5086,1 years,19th August 2025,Not Specified (likely Need-Based)
92,Rajasthan,Diversity Social Sciences Scholarship by Indian Government,SEBC,1000000,Ph.D.,Graduation,the ST category,65% in Class 12 or equivalent,Diversity Social Sciences Scholarship by Indian Government provides financial assistance to students in SEBC category. The award amount is INR 110756 per year.,Private,INR 110756,1 years,6th June 2025,Not Specified (likely Need-Based)
93,Assam,Youth Arts Scholarship by Indian Government,all,1000000,Engineering,Ph,the Minority category,52% in Class 12 or equivalent,Youth Arts Scholarship by Indian Government provides financial assistance to students in all category. The award amount is INR 30170 per year.,NGO,INR 30170,3 years,5th September 2025,Not Specified (likely Need-Based)
94,Maharashtra,Merit Law Scholarship by Bharti Enterprises,EWS,1500000,Engineering,Post-Graduation,the General category,72% in Class 12 or equivalent,Merit Law Scholarship by Bharti Enterprises provides financial assistance to students in EWS category. The award amount is INR 141140 per year.,International,INR 141140,2 years,30th June 2025,Not Specified (likely Need-Based)
95,Bihar,Community Agriculture Scholarship by Bharti Enterprises,Minority,250000,Diploma,Ph,the Minority category,86% in Class 12 or equivalent,Community Agriculture Scholarship by Bharti Enterprises provides financial assistance to students in Minority category. The award amount is INR 115846 per year.,Corporate,INR 115846,2 years,25th August 2025,Not Specified (likely Need-Based)
96,Bihar,Global Literature Scholarship by Dr. APJ Abdul Kalam Foundation,General,0,Medical,Medical,the EWS category,81% in Class 12 or equivalent,Global Literature Scholarship by Dr. APJ Abdul Kalam Foundation provides financial assistance to students in General category. The award amount is INR 56858 per year.,Corporate,INR 56858,2 years,29th June 2025,Not Specified (likely Need-Based)
97,Kerala,Sustainability STEM Scholarship by IIT Foundation,all,1000000,Graduation,Graduation,the EWS category,60% in Class 12 or equivalent,Sustainability STEM Scholarship by IIT Foundation provides financial assistance to students in all category. The award amount is INR 68227 per year.,Corporate,INR 68227,3 years,16th July 2025,Not Specified (likely Need-Based)
98,Assam,Leadership Agriculture Scholarship by JNU Research,SEBC,1000000,Post-Graduation,Graduation,the General category,88% in Class 12 or equivalent,Leadership Agriculture Scholarship by JNU Research provides financial assistance to students in SEBC category. The award amount is INR 138531 per year.,Private,INR 138531,4 years,8th July 2025,Not Specified (likely Need-Based)
99,Chhattisgarh,Empowerment Economics Scholarship by Bharti Enterprises,SEBC,500000,Ph.D.,Medical,the OBC category,84% in Class 12 or equivalent,Empowerment Economics Scholarship by Bharti Enterprises provides financial assistance to students in SEBC category. The award amount is INR 82875 per year.,Government,INR 82875,2 years,6th June 2025,Not Specified (likely Need-Based)
100,Delhi,Community STEM Scholarship by Indian Government,Minority,0,Post-Graduation,HSC,the EWS category,79% in Class 12 or equivalent,Community STEM Scholarship by Indian Government provides financial assistance to students in Minority category. The award amount is INR 62497 per year.,Corporate,INR 62497,4 years,28th June 2025,Not Specified (likely Need-Based)
101,Gujarat,Merit Agriculture Scholarship by JNU Research,EWS,0,Graduation,Diploma,the General category,70% in Class 12 or equivalent,Merit Agriculture Scholarship by JNU Research provides financial assistance to students in EWS category. The award amount is INR 58611 per year.,International,INR 58611,3 years,29th June 2025,Not Specified (likely Need-Based)
102,Telangana,Merit STEM Scholarship by Indian Education Trust,SEBC,0,Ph.D.,Ph,the ST category,74% in Class 12 or equivalent,Merit STEM Scholarship by Indian Education Trust provides financial assistance to students in SEBC category. The award amount is INR 88491 per year.,International,INR 88491,1 years,19th August 2025,Not Specified (likely Need-Based)
103,Odisha,Diversity Engineering Scholarship by Mahatma Gandhi Trust,Minority,1000000,Graduation,Ph,the General category,62% in Class 12 or equivalent,Diversity Engineering Scholarship by Mahatma Gandhi Trust provides financial assistance to students in Minority category. The award amount is INR 128579 per year.,Government,INR 128579,1 years,10th June 2025,Not Specified (likely Need-Based)
104,Tamil Nadu,Merit Arts Scholarship by Ambani Institute,General,1000000,HSC,Graduation,the OBC category,54% in Class 12 or equivalent,Merit Arts Scholarship by Ambani Institute provides financial assistance to students in General category. The award amount is INR 105988 per year.,Government,INR 105988,4 years,26th June 2025,Not Specified (likely Need-Based)
105,Punjab,Community Medical Scholarship by Indian Government,Minority,500000,Graduation,HSC,the General category,57% in Class 12 or equivalent,Community Medical Scholarship by Indian Government provides financial assistance to students in Minority category. The award amount is INR 112291 per year.,International,INR 112291,4 years,12th August 2025,Not Specified (likely Need-Based)
106,Delhi,Excellence Medical Scholarship by Ambani Institute,EWS,1500000,Ph.D.,HSC,the OBC category,52% in Class 12 or equivalent,Excellence Medical Scholarship by Ambani Institute provides financial assistance to students in EWS category. The award amount is INR 27153 per year.,NGO,INR 27153,4 years,24th September 2025,Not Specified (likely Need-Based)
107,Madhya Pradesh,Excellence Literature Scholarship by Mahatma Gandhi Trust,ST,750000,Graduation,Ph,the SC category,62% in Class 12 or equivalent,Excellence Literature Scholarship by Mahatma Gandhi Trust provides financial assistance to students in ST category. The award amount is INR 15940 per year.,Government,INR 15940,4 years,2th August 2025,Not Specified (likely Need-Based)
108,Maharashtra,Merit STEM Scholarship by Indian Science Society,Minority,1000000,HSC,Medical,the SC category,74% in Class 12 or equivalent,Merit STEM Scholarship by Indian Science Society provides financial assistance to students in Minority category. The award amount is INR 5460 per year.,Private,INR 5460,4 years,4th June 2025,Not Specified (likely Need-Based)
109,Uttar Pradesh,Innovation Arts Scholarship by Indian Education Trust,ST,750000,Post-Graduation,Ph,the OBC category,56% in Class 12 or equivalent,Innovation Arts Scholarship by Indian Education Trust provides financial assistance to students in ST category. The award amount is INR 70778 per year.,NGO,INR 70778,4 years,2th June 2025,Not Specified (likely Need-Based)
110,Maharashtra,Global Law Scholarship by Ambani Institute,Minority,1500000,Diploma,Medical,the SC category,59% in Class 12 or equivalent,Global Law Scholarship by Ambani Institute provides financial assistance to students in Minority category. The award amount is INR 145587 per year.,NGO,INR 145587,1 years,7th August 2025,Not Specified (likely Need-Based)
111,Kerala,Leadership Entrepreneurship Scholarship by Indian Science Society,EWS,250000,HSC,HSC,the General category,80% in Class 12 or equivalent,Leadership Entrepreneurship Scholarship by Indian Science Society provides financial assistance to students in EWS category. The award amount is INR 71030 per year.,International,INR 71030,3 years,29th July 2025,Not Specified (likely Need-Based)
112,Assam,Research Engineering Scholarship by Indian Government,SC,250000,Diploma,HSC,the SEBC category,67% in Class 12 or equivalent,Research Engineering Scholarship by Indian Government provides financial assistance to students in SC category. The award amount is INR 147566 per year.,International,INR 147566,3 years,8th July 2025,Not Specified (likely Need-Based)
113,Maharashtra,Global Literature Scholarship by IIT Foundation,OBC,250000,Diploma,Diploma,the Minority category,90% in Class 12 or equivalent,Global Literature Scholarship by IIT Foundation provides financial assistance to students in OBC category. The award amount is INR 138434 per year.,Government,INR 138434,3 years,22th September 2025,Not Specified (likely Need-Based)
114,Delhi,Community Literature Scholarship by Mahatma Gandhi Trust,ST,1500000,Post-Graduation,Graduation,the all category,66% in Class 12 or equivalent,Community Literature Scholarship by Mahatma Gandhi Trust provides financial assistance to students in ST category. The award amount is INR 111841 per year.,Government,INR 111841,4 years,17th June 2025,Not Specified (likely Need-Based)
115,Odisha,Community Medical Scholarship by Bharti Enterprises,Minority,1000000,HSC,HSC,the all category,51% in Class 12 or equivalent,Community Medical Scholarship by Bharti Enterprises provides financial assistance to students in Minority category. The award amount is INR 17318 per year.,Government,INR 17318,3 years,29th September 2025,Not Specified (likely Need-Based)
116,Rajasthan,Leadership Literature Scholarship by Indian Science Society,EWS,1000000,Graduation,Graduation,the ST category,89% in Class 12 or equivalent,Leadership Literature Scholarship by Indian Science Society provides financial assistance to students in EWS category. The award amount is INR 96683 per year.,Private,INR 96683,2 years,21th July 2025,Not Specified (likely Need-Based)
117,Karnataka,Merit Social Sciences Scholarship by Indian Government,ST,1000000,Post-Graduation,Ph,the all category,65% in Class 12 or equivalent,Merit Social Sciences Scholarship by Indian Government provides financial assistance to students in ST category. The award amount is INR 136436 per year.,Private,INR 136436,1 years,17th September 2025,Not Specified (likely Need-Based)
118,Jharkhand,Diversity Law Scholarship by JNU Research,SC,750000,Engineering,Post-Graduation,the General category,86% in Class 12 or equivalent,Diversity Law Scholarship by JNU Research provides financial assistance to students in SC category. The award amount is INR 131775 per year.,International,INR 131775,3 years,26th September 2025,Not Specified (likely Need-Based)
119,Assam,Youth Social Sciences Scholarship by Mahatma Gandhi Trust,SC,750000,Engineering,Post-Graduation,the all category,59% in Class 12 or equivalent,Youth Social Sciences Scholarship by Mahatma Gandhi Trust provides financial assistance to students in SC category. The award amount is INR 8056 per year.,International,INR 8056,1 years,16th July 2025,Not Specified (likely Need-Based)
